Serial No.,Date,Product ID,Demand,Inventory
1056,2022-02-09 10:10:28.622862286,6,766,574
1057,2022-02-25 06:23:47.902790279,6,743,204
1058,2023-12-16 02:01:32.889288928,50,635,760
1059,2023-03-09 10:08:01.728172816,3,114,281
1060,2022-06-12 05:20:00.000000000,43,48,317
1061,2022-12-23 22:23:04.698469844,75,760,100
1062,2022-12-28 09:16:02.376237624,62,777,375
1063,2023-05-10 18:29:29.216921688,18,609,414
1064,2023-12-15 13:45:38.073807376,83,134,448
1065,2022-07-23 16:34:07.884788478,68,55,95
1066,2022-08-27 07:05:59.675967596,27,37,787
1067,2023-02-24 17:15:19.171917192,82,704,341
1068,2022-07-24 18:51:05.346534652,26,890,457
1069,2022-03-17 08:14:41.368136813,42,799,358
1070,2022-10-09 21:08:54.653465344,12,68,285
1071,2023-04-03 11:07:47.686768672,64,254,500
1072,2023-11-10 09:12:43.636363632,41,756,376
1073,2022-01-11 21:04:26.786678667,10,212,224
1074,2023-12-06 01:58:40.072007200,47,823,230
1075,2023-11-22 15:34:39.207920792,24,911,555
1076,2022-07-21 22:30:59.945994598,96,788,778
1077,2023-12-04 20:11:26.948694864,41,895,207
1078,2022-12-03 13:31:39.909991000,61,415,271
1079,2023-07-31 09:25:24.032403240,5,707,471
1080,2022-04-17 05:24:53.789378938,7,779,476
1081,2023-07-27 14:18:36.831683168,54,7,484
1082,2022-07-23 04:18:13.069306930,37,228,83
1083,2022-08-29 23:55:49.414941492,2,243,607
1084,2023-11-08 13:24:27.866786680,28,525,247
1085,2022-02-03 10:29:46.498649865,88,877,850
1086,2022-12-04 03:32:42.556255624,54,26,453
1087,2023-12-04 02:40:08.640864088,68,95,731
1088,2022-12-18 10:58:17.389738972,62,353,931
1089,2023-03-07 19:35:09.450945096,83,206,291
1090,2023-03-17 19:38:02.268226824,73,378,695
1091,2023-11-08 11:39:20.036003600,22,200,247
1092,2023-10-17 17:30:26.462646264,64,159,382
1093,2022-05-04 19:41:21.008100810,81,796,782
1094,2023-10-29 22:07:14.203420344,79,879,273
1095,2022-03-19 11:03:28.460846084,17,476,106
1096,2023-03-15 04:33:20.360036000,19,807,442
1097,2023-02-21 12:09:34.617461744,5,116,901
1098,2023-04-04 18:40:08.640864088,39,654,462
1099,2023-12-21 09:56:04.536453640,72,845,950
1100,2023-10-28 11:04:37.587758776,77,601,542
1101,2023-06-25 20:06:50.441044104,2,757,900
1102,2022-10-27 00:54:34.887488748,96,654,843
1103,2022-03-02 17:48:35.211521152,39,145,474
1104,2022-04-12 11:31:24.788478848,25,688,763
1105,2022-07-19 23:12:28.514851484,33,540,514
1106,2023-05-24 13:39:09.234923488,72,569,528
1107,2023-12-31 06:28:41.692169216,90,576,259
1108,2022-06-19 05:32:31.755175518,6,215,547
1109,2022-09-06 03:38:36.831683168,54,240,264
1110,2023-12-29 07:10:10.261026104,62,979,60
1111,2023-12-07 04:15:37.533753376,69,337,715
1112,2023-11-10 12:42:59.297929792,83,598,798
1113,2022-06-08 13:43:28.460846084,76,423,404
1114,2022-09-29 12:20:22.682268228,21,143,915
1115,2022-12-10 03:13:24.680468044,26,611,669
1116,2023-06-02 02:39:25.436543656,27,209,385
1117,2023-10-11 12:34:20.846084608,61,311,654
1118,2023-03-23 07:02:49.576957696,38,803,857
1119,2023-07-02 06:18:19.549954992,39,84,259
1120,2022-12-07 10:23:34.941494148,47,410,216
1121,2022-04-29 08:16:33.699369936,59,210,879
1122,2023-08-06 00:20:27.002700272,18,121,184
1123,2023-06-20 19:12:50.117011696,26,144,946
1124,2023-09-19 04:24:24.626462648,1,627,107
1125,2022-09-19 05:16:58.541854184,94,521,503
1126,2023-03-23 15:48:28.730873088,77,187,622
1127,2023-02-06 14:42:57.137713772,28,910,841
1128,2022-02-11 00:43:20.900090009,42,146,122
1129,2023-09-26 13:22:35.535553552,68,712,96
1130,2022-12-28 16:16:33.699369936,15,535,77
1131,2022-03-05 00:07:37.965796579,32,25,959
1132,2023-07-27 21:19:08.154815480,14,145,552
1133,2023-08-12 07:01:40.450045000,74,839,363
1134,2022-08-18 16:20:35.643564356,78,531,149
1135,2023-09-24 14:04:04.104410440,4,725,578
1136,2022-10-29 07:13:37.641764176,88,128,418
1137,2022-08-21 16:10:56.705670568,23,437,373
1138,2022-06-21 18:52:05.832583258,50,46,595
1139,2023-02-17 22:18:10.909090908,38,578,939
1140,2023-01-24 23:35:22.412241224,62,962,245
1141,2023-09-03 02:55:41.854185416,10,472,189
1142,2023-06-29 08:13:06.318631864,74,300,641
1143,2023-04-14 18:43:01.458145816,9,213,761
1144,2022-06-25 17:29:08.694869486,20,407,537
1145,2022-12-28 12:46:18.037803780,1,600,558
1146,2023-04-29 23:10:10.261026104,34,488,167
1147,2023-12-24 16:46:56.921692168,69,391,379
1148,2023-01-24 16:34:51.089108908,38,385,809
1149,2022-02-20 00:14:24.086408640,47,70,647
1150,2023-01-17 00:36:08.856885688,5,116,46
1151,2023-04-01 13:34:24.086408640,15,134,66
1152,2023-01-27 21:40:35.643564356,25,816,836
1153,2022-09-23 10:54:32.727272728,51,334,808
1154,2022-04-07 17:37:55.787578758,96,13,513
1155,2023-12-19 08:52:25.274527448,5,686,667
1156,2023-06-18 00:37:52.547254720,9,433,714
1157,2022-11-04 19:10:14.581458144,7,452,807
1158,2022-07-12 21:14:48.928892888,91,368,516
1159,2022-07-04 13:29:56.219621962,49,856,383
1160,2022-02-02 09:57:56.867686768,56,447,788
1161,2022-10-13 21:31:05.346534652,33,939,232
1162,2023-07-17 19:31:07.506750672,46,459,20
1163,2022-02-21 06:01:37.209720972,39,743,242
1164,2022-05-29 04:54:56.489648964,38,992,686
1165,2023-01-10 07:24:08.424842484,69,457,324
1166,2022-10-04 23:45:09.990999100,54,888,555
1167,2023-10-14 10:39:34.077407736,52,749,295
1168,2023-12-06 05:28:55.733573352,31,782,938
1169,2022-10-25 01:36:03.456345632,37,141,464
1170,2023-10-06 20:25:59.675967592,98,198,178
1171,2023-04-24 06:29:59.459945992,72,738,107
1172,2022-10-14 15:02:23.654365436,41,713,391
1173,2022-05-28 14:53:53.843384338,30,767,260
1174,2023-02-03 11:22:20.414041404,41,937,547
1175,2023-12-08 20:33:37.641764176,73,405,773
1176,2023-09-10 01:23:05.778577856,67,499,83
1177,2023-05-07 06:23:13.339333928,29,507,891
1178,2022-04-11 12:44:42.988298830,84,255,919
1179,2023-02-26 20:04:06.264626464,37,442,654
1180,2022-12-20 20:47:35.805580556,95,628,34
1181,2023-09-28 07:25:43.474347432,24,606,611
1182,2022-01-29 18:21:25.328532853,9,355,821
1183,2023-03-11 05:56:17.497749776,37,53,445
1184,2022-08-26 20:35:12.691269128,42,1,665
1185,2023-10-08 23:14:46.768676864,93,206,309
1186,2023-02-25 07:16:21.818181816,21,671,426
1187,2023-11-09 13:56:17.497749776,74,635,867
1188,2022-12-31 16:06:54.761476148,30,321,412
1189,2022-10-17 09:37:21.224122412,27,343,963
1190,2023-11-13 16:03:36.021602160,92,111,691
1191,2023-12-19 14:07:48.766876688,93,874,192
1192,2022-01-15 05:40:27.002700270,37,467,892
1193,2023-05-11 17:16:11.017101712,43,965,193
1194,2023-12-08 06:32:34.995499544,47,434,868
1195,2023-12-11 20:23:58.703870384,25,690,432
1196,2023-01-31 08:01:43.690369036,61,222,435
1197,2023-07-20 10:35:49.414941496,32,453,121
1198,2022-02-03 15:45:09.990999100,55,120,817
1199,2023-01-11 06:10:50.225022500,72,991,109
1200,2023-05-13 04:18:47.632763272,99,29,308
1201,2022-01-18 19:31:50.711071107,88,739,254
1202,2023-08-09 07:11:19.387938792,38,585,958
1203,2022-09-01 08:00:00.000000000,83,670,876
1204,2023-01-11 13:11:21.548154816,79,570,288
1205,2022-04-01 05:41:18.847884788,96,477,465
1206,2023-12-18 06:35:27.812781280,36,356,673
1207,2022-06-26 18:00:58.325832582,50,853,95
1208,2022-01-26 18:31:04.266426642,25,904,977
1209,2022-10-26 12:38:40.072007200,92,80,772
1210,2023-09-09 20:07:42.286228624,93,922,533
1211,2022-01-19 07:47:45.526552655,98,272,568
1212,2023-01-08 02:50:13.501350132,48,329,434
1213,2023-03-31 06:02:03.132313232,91,582,345
1214,2022-06-23 14:40:21.602160216,15,480,191
1215,2022-11-16 18:31:38.829882988,12,414,471
1216,2023-09-10 15:24:08.424842480,99,696,708
1217,2022-10-05 22:31:51.791179116,74,185,646
1218,2023-01-20 14:27:32.565256524,97,876,329
1219,2022-07-09 19:39:20.036003600,61,35,353
1220,2022-07-09 16:09:04.374437444,65,403,77
1221,2022-03-29 02:20:42.124212421,19,988,178
1222,2022-01-28 00:18:17.389738974,26,238,483
1223,2023-03-29 15:29:10.855085504,94,326,459
1224,2022-08-29 22:10:41.584158416,75,800,128
1225,2023-09-01 12:22:49.576957696,45,375,671
1226,2023-12-04 04:25:16.471647160,29,853,818
1227,2022-04-03 17:15:45.094509451,28,28,862
1228,2022-01-10 22:17:44.986498649,43,815,73
1229,2022-07-02 00:10:22.142214220,23,3,101
1230,2022-09-08 06:27:23.924392440,32,239,569
1231,2022-11-30 17:11:34.509450944,83,343,650
1232,2022-12-08 21:26:11.557155716,17,448,729
1233,2022-12-24 14:09:15.175517552,87,513,861
1234,2022-03-24 01:26:41.800180018,73,798,284
1235,2022-11-26 08:03:44.662466244,52,757,243
1236,2022-10-20 05:57:26.624662464,30,944,283
1237,2023-03-01 07:38:32.511251120,33,934,737
1238,2023-04-28 12:07:33.645364536,52,641,596
1239,2022-07-22 00:16:07.776777678,69,837,280
1240,2022-10-27 04:24:50.549054904,57,829,194
1241,2023-10-14 08:54:26.246624664,20,700,857
1242,2023-02-17 06:32:00.432043204,69,388,474
1243,2023-09-07 20:49:10.855085504,45,636,485
1244,2023-09-01 10:37:41.746174616,86,721,917
1245,2023-06-16 17:05:31.593159312,89,913,834
1246,2022-09-22 08:37:35.265526552,84,42,419
1247,2022-01-02 04:02:05.292529252,99,993,29
1248,2023-06-14 12:31:36.669666968,74,87,480
1249,2022-12-03 22:17:19.063906388,99,22,901
1250,2023-08-19 08:59:20.036003600,54,464,577
1251,2022-04-10 17:28:16.849684968,47,91,876
1252,2022-04-01 02:11:03.186318632,19,7,656
1253,2022-07-14 15:17:56.867686768,52,727,351
1254,2023-07-15 06:11:33.429342936,90,10,16
1255,2022-02-03 21:00:33.483348334,30,49,326
1256,2023-05-25 12:25:51.035103512,8,678,153
1257,2023-04-29 10:54:15.445544552,8,593,743
1258,2023-05-07 02:52:57.677767776,98,486,531
1259,2022-09-21 22:06:48.280828084,8,606,889
1260,2023-11-09 15:41:25.328532848,89,557,165
1261,2023-12-15 08:30:14.581458144,89,388,146
1262,2022-01-01 07:00:31.323132313,58,773,939
1263,2022-05-26 20:50:45.904590458,55,506,49
1264,2023-03-25 15:07:00.162016200,96,172,166
1265,2022-01-21 01:50:53.465346534,14,906,723
1266,2022-06-09 00:14:15.445544554,43,131,542
1267,2022-04-18 04:11:35.589558956,28,177,365
1268,2023-09-27 06:53:53.843384336,20,905,130
1269,2023-05-27 18:44:53.789378936,25,819,13
1270,2023-04-17 20:18:30.351035104,22,104,708
1271,2023-04-08 03:16:08.856885688,10,408,665
1272,2022-03-17 15:15:12.691269127,47,811,839
1273,2023-04-22 12:26:51.521152112,76,422,957
1274,2022-07-18 13:54:59.729972996,97,399,188
1275,2022-09-09 06:59:13.555355536,56,864,468
1276,2023-03-11 16:27:04.482448240,63,66,30
1277,2022-06-17 11:29:23.816381638,92,769,452
1278,2023-11-11 22:00:28.082808280,4,253,811
1279,2023-08-22 14:05:04.590459048,1,917,235
1280,2023-11-17 14:40:38.883888384,23,696,417
1281,2023-11-30 19:49:16.255625560,96,816,650
1282,2023-09-15 05:47:21.764176416,42,457,821
1283,2022-02-12 11:45:57.515751575,23,393,30
1284,2022-11-23 08:13:23.600360036,30,726,79
1285,2023-03-02 20:26:16.957695768,93,875,305
1286,2023-07-18 13:02:25.814581456,37,480,375
1287,2022-07-11 22:28:07.128712870,22,28,576
1288,2023-04-29 21:25:02.430243024,85,460,738
1289,2023-10-26 04:45:34.833483344,59,610,674
1290,2023-03-29 18:59:26.516651664,92,758,770
1291,2023-11-25 22:25:31.593159312,90,67,287
1292,2023-06-09 23:53:31.161116112,41,563,967
1293,2022-01-09 09:30:00.540054005,18,333,797
1294,2023-08-11 08:14:58.649864984,96,283,959
1295,2022-06-02 17:33:01.998199820,9,707,463
1296,2023-06-25 02:35:32.133213320,93,607,435
1297,2023-04-03 11:07:47.686768672,97,363,549
1298,2023-05-11 08:30:31.863186320,58,138,234
1299,2023-07-19 11:49:07.614761472,36,720,81
1300,2022-06-06 05:39:17.875787578,8,526,93
1301,2022-11-08 03:46:14.797479748,80,881,836
1302,2022-02-01 18:11:46.390639064,54,844,143
1303,2022-04-25 16:40:02.160216022,69,535,313
1304,2023-04-01 22:20:03.240324032,94,781,836
1305,2022-07-01 06:39:03.834383438,85,455,144
1306,2022-02-15 13:21:26.408640864,73,598,343
1307,2023-11-29 01:46:08.316831680,89,625,827
1308,2022-01-22 12:53:30.081008100,75,776,213
1309,2023-02-27 13:35:24.572457248,48,157,310
1310,2023-06-15 00:47:31.485148512,56,245,664
1311,2023-05-15 22:53:45.202520248,26,501,408
1312,2023-04-15 03:28:40.612061208,85,549,822
1313,2023-02-28 21:07:45.526552656,33,969,353
1314,2022-06-08 17:13:44.122412240,61,997,957
1315,2023-07-28 04:19:39.477947792,88,980,125
1316,2023-07-28 13:05:18.631863184,60,6,544
1317,2023-04-04 20:25:16.471647160,59,529,21
1318,2023-09-22 02:29:37.857785776,87,885,94
1319,2023-11-16 05:23:10.099009896,44,977,713
1320,2022-07-22 14:17:10.423042304,89,207,614
1321,2022-08-29 13:25:02.430243024,91,691,884
1322,2022-11-09 13:03:43.582358236,5,942,129
1323,2023-06-27 08:54:34.887488744,98,726,39
1324,2023-07-19 03:03:28.460846080,88,776,616
1325,2023-10-30 17:23:40.342034200,47,669,715
1326,2023-07-16 18:59:17.875787576,16,112,844
1327,2023-09-04 10:28:02.808280824,78,197,888
1328,2023-07-25 22:00:36.723672368,47,1,75
1329,2023-03-22 18:46:54.761476144,39,884,730
1330,2022-02-05 18:33:57.083708370,85,333,507
1331,2023-09-25 00:34:51.089108912,7,941,321
1332,2023-06-01 07:22:59.297929792,11,168,83
1333,2022-09-10 21:32:05.832583256,89,210,978
1334,2023-08-18 13:42:53.897389736,96,815,791
1335,2023-12-10 23:22:24.734473448,18,815,659
1336,2022-07-06 04:02:48.496849684,15,953,216
1337,2023-10-10 03:16:52.061206120,38,256,395
1338,2023-06-01 05:37:51.467146712,37,597,233
1339,2023-05-29 19:48:33.051305128,51,41,282
1340,2023-02-14 01:26:15.877587756,91,513,621
1341,2023-09-02 19:55:10.531053104,33,180,336
1342,2022-12-02 09:29:34.617461744,99,933,490
1343,2023-06-24 23:05:16.471647160,85,234,611
1344,2022-03-26 04:15:28.892889289,50,797,965
1345,2022-03-08 01:43:06.858685868,35,979,62
1346,2022-11-01 10:34:14.365436544,34,42,187
1347,2023-09-15 23:18:40.072007200,49,892,790
1348,2023-03-13 22:46:07.236723672,13,20,722
1349,2022-10-18 13:39:26.516651664,62,786,466
1350,2023-03-21 02:28:54.653465344,47,473,214
1351,2022-03-18 12:16:46.660666066,45,126,821
1352,2023-12-04 00:55:00.810081008,53,714,887
1353,2022-12-16 15:10:01.620162016,33,987,331
1354,2022-01-08 17:43:50.063006300,50,911,971
1355,2023-04-02 03:35:26.732673264,88,994,720
1356,2022-02-08 14:54:02.484248424,62,414,838
1357,2022-10-28 22:27:58.487848784,74,690,358
1358,2022-12-27 19:14:59.729972996,81,24,472
1359,2022-10-01 23:54:48.928892888,22,720,329
1360,2022-12-04 19:18:53.033303328,89,442,438
1361,2022-06-13 00:36:26.138613860,89,324,591
1362,2023-09-12 11:12:24.194419440,78,232,328
1363,2023-02-14 18:57:34.185418540,21,93,186
1364,2023-08-07 18:23:34.941494144,83,659,93
1365,2023-08-20 09:31:09.666966696,83,874,245
1366,2023-02-12 21:24:10.585058504,43,864,498
1367,2023-04-20 02:37:33.105310528,35,997,397
1368,2022-05-21 21:41:53.411341134,85,290,170
1369,2023-11-13 12:33:20.360036000,74,955,127
1370,2023-07-29 15:22:16.093609360,15,26,546
1371,2023-03-18 04:23:41.422142216,80,232,177
1372,2023-09-16 23:50:29.702970296,15,328,167
1373,2022-10-05 06:45:41.314131412,34,159,137
1374,2023-09-05 09:14:44.608460848,35,278,971
1375,2022-01-18 12:31:19.387938793,39,634,66
1376,2023-11-17 19:56:02.376237624,26,8,277
1377,2023-11-22 22:35:10.531053104,80,836,947
1378,2023-05-23 00:51:24.788478848,92,407,949
1379,2022-11-24 03:29:49.738973896,30,32,272
1380,2022-01-11 05:18:16.309630963,15,792,569
1381,2023-12-14 00:57:53.627362736,84,357,231
1382,2022-07-11 11:57:20.144014400,59,21,427
1383,2022-09-30 05:51:40.990099008,52,729,941
1384,2022-10-18 13:39:26.516651664,64,545,569
1385,2022-06-24 06:26:32.079207920,67,943,64
1386,2022-11-16 18:31:38.829882988,14,180,747
1387,2023-11-19 01:43:15.499549952,69,756,980
1388,2023-02-04 22:24:57.029702968,67,913,955
1389,2022-03-26 09:30:52.385238524,72,879,94
1390,2022-08-16 03:01:01.566156616,34,964,974
1391,2023-08-16 17:54:38.127812776,52,840,385
1392,2022-11-09 06:03:12.259225920,10,827,975
1393,2023-07-13 13:53:33.321332128,6,356,586
1394,2023-08-09 00:10:48.064806480,86,61,985
1395,2023-11-14 14:50:17.821782176,52,425,254
1396,2022-04-21 19:48:07.128712870,63,20,374
1397,2022-02-08 21:54:33.807380738,49,722,649
1398,2023-11-20 05:45:20.792079208,27,803,333
1399,2022-07-21 19:00:44.284428442,37,950,247
1400,2022-10-21 02:59:00.594059404,12,194,9
1401,2023-04-24 08:15:07.290729072,53,335,503
1402,2022-03-18 05:16:15.337533753,98,815,5
1403,2023-05-03 06:01:02.646264624,94,460,916
1404,2022-04-04 03:46:32.079207921,47,167,832
1405,2022-03-14 03:08:56.813681368,96,841,573
1406,2023-12-06 10:44:19.225922592,91,859,433
1407,2022-06-16 16:12:57.677767776,83,613,527
1408,2022-08-24 00:15:07.290729072,5,972,322
1409,2022-09-04 18:21:08.046804680,97,214,572
1410,2022-09-01 06:14:52.169216920,11,644,312
1411,2023-08-19 14:14:43.528352832,1,231,820
1412,2022-07-28 03:27:05.562556256,31,588,216
1413,2023-04-24 13:30:30.783078304,61,556,862
1414,2022-11-08 17:47:17.443744372,93,331,923
1415,2023-04-28 22:38:20.630063008,59,136,956
1416,2022-05-11 19:53:52.763276328,80,336,55
1417,2022-04-05 04:18:21.710171017,39,659,507
1418,2023-05-23 18:22:43.096309632,65,692,972
1419,2023-04-01 11:49:16.255625560,9,570,733
1420,2023-09-24 21:04:35.427542752,99,311,750
1421,2022-10-18 01:23:31.701170116,99,468,172
1422,2022-05-01 02:19:41.638163816,92,221,760
1423,2023-10-14 05:24:10.585058504,83,757,336
1424,2022-02-13 07:02:23.654365436,24,715,858
1425,2022-09-13 05:36:16.417641764,9,904,51
1426,2022-01-31 01:53:46.282628262,37,408,495
1427,2022-04-25 04:24:07.344734474,78,158,635
1428,2023-12-03 17:54:29.486948696,63,171,774
1429,2022-06-10 20:02:31.215121512,44,685,412
1430,2023-07-17 10:45:28.352835280,98,454,449
1431,2023-06-29 23:59:16.795679568,91,221,548
1432,2023-06-24 02:03:42.502250224,61,212,329
1433,2022-03-17 09:59:49.198919892,37,478,727
1434,2022-11-14 01:41:49.090909088,26,28,164
1435,2022-04-29 20:32:28.514851484,35,778,740
1436,2023-10-26 13:31:13.987398736,30,9,366
1437,2023-06-11 21:26:54.761476144,39,63,92
1438,2023-02-05 12:25:59.675967596,23,656,572
1439,2022-05-10 17:36:55.301530152,2,437,910
1440,2023-12-12 19:10:40.504050400,61,665,461
1441,2023-05-23 00:51:24.788478848,67,285,748
1442,2023-08-26 05:41:36.129612960,12,899,948
1443,2022-05-25 13:18:24.950495050,93,288,338
1444,2023-07-18 21:48:04.968496848,8,525,947
1445,2023-06-01 07:22:59.297929792,60,170,176
1446,2023-03-05 13:16:06.696669664,5,879,321
1447,2023-08-13 11:03:45.742574256,13,467,123
1448,2022-04-19 18:44:27.866786678,33,802,529
1449,2023-01-19 03:24:55.949594960,5,993,844
1450,2023-07-11 16:20:09.720972096,16,938,219
1451,2023-09-19 09:39:48.118811880,82,377,715
1452,2023-12-10 16:21:53.411341136,47,166,651
1453,2022-02-21 13:02:08.532853285,34,744,393
1454,2023-07-02 01:02:56.057605760,48,902,298
1455,2022-08-20 06:53:27.920792080,88,533,937
1456,2022-09-07 07:40:42.124212420,80,443,117
1457,2023-02-15 03:43:13.339333932,2,437,427
1458,2022-12-05 00:34:16.525652564,95,20,679
1459,2022-01-16 21:58:27.110711071,46,622,510
1460,2022-04-04 23:02:58.217821782,15,433,943
1461,2023-10-28 02:18:58.433843384,41,122,809
1462,2022-04-16 17:08:58.973897390,67,872,974
1463,2023-12-13 07:26:35.319531952,33,187,413
1464,2023-03-25 16:52:07.992799280,15,887,318
1465,2022-02-02 13:28:12.529252925,48,79,522
1466,2022-06-17 13:14:31.647164716,28,700,366
1467,2023-02-15 19:29:23.816381636,63,673,429
1468,2022-09-10 05:45:55.355535552,13,842,105
1469,2023-05-09 12:42:16.093609360,19,982,242
1470,2023-12-04 14:56:03.456345632,17,298,510
1471,2023-04-27 09:50:36.183618360,5,71,326
1472,2022-11-15 09:14:10.045004500,58,61,672
1473,2022-03-04 10:06:35.319531953,22,424,194
1474,2023-03-28 18:27:36.885688568,61,706,948
1475,2023-01-31 13:17:07.182718272,37,201,321
1476,2022-11-18 12:34:46.768676868,87,175,814
1477,2023-02-24 13:45:03.510351032,25,209,39
1478,2022-08-22 16:42:46.336633664,2,712,643
1479,2023-06-03 15:27:09.882988296,80,939,446
1480,2023-06-20 22:43:05.778577856,77,933,888
1481,2022-01-15 12:40:58.325832583,18,60,946
1482,2023-08-03 05:45:29.432943296,5,795,116
1483,2022-06-29 05:35:24.572457246,94,101,854
1484,2023-10-18 18:02:16.093609360,70,39,539
1485,2022-01-06 13:09:55.139513951,27,102,567
1486,2023-09-23 22:17:53.627362736,40,398,590
1487,2022-03-11 15:34:30.567056705,84,215,813
1488,2022-06-18 03:15:34.293429342,57,104,666
1489,2023-08-23 18:07:09.882988296,43,128,294
1490,2022-07-08 03:21:19.927992798,24,258,779
1491,2022-04-05 06:03:29.540954095,88,246,720
1492,2023-01-25 22:22:04.212421240,50,944,567
1493,2023-09-24 08:48:40.612061208,33,144,472
1494,2023-03-29 01:28:08.208820880,18,55,778
1495,2022-08-26 01:18:46.552655264,60,456,450
1496,2023-10-23 15:26:00.756075608,51,592,451
1497,2023-06-21 17:59:31.917191720,48,150,661
1498,2023-02-05 19:26:30.999099908,59,402,913
1499,2023-08-29 16:02:44.176417640,22,335,256
1500,2022-05-27 05:36:25.058505850,32,91,47
1501,2022-03-30 15:08:26.570657065,32,772,137
1502,2022-03-26 06:00:36.723672367,72,690,91
1503,2023-03-08 04:20:48.604860488,95,556,545
1504,2023-10-29 16:51:50.711071104,54,249,434
1505,2022-08-08 05:46:55.841584156,64,449,390
1506,2022-06-08 15:28:36.291629162,9,254,404
1507,2022-11-04 08:39:27.596759676,31,189,206
1508,2022-05-09 15:19:57.839783978,37,589,485
1509,2023-02-01 05:03:17.659765976,76,442,708
1510,2023-01-14 23:32:29.594959496,76,794,892
1511,2022-07-10 20:11:09.666966696,72,317,608
1512,2023-01-12 04:57:32.025202520,43,429,408
1513,2023-10-25 18:14:47.848784880,73,228,874
1514,2023-07-23 08:41:02.646264624,77,672,2
1515,2023-07-17 12:30:36.183618360,3,865,892
1516,2022-08-15 05:59:27.596759676,99,865,725
1517,2023-07-06 18:56:25.058505848,69,222,498
1518,2022-01-09 09:30:00.540054005,75,296,400
1519,2022-02-15 01:05:31.593159316,81,562,462
1520,2022-07-19 10:56:33.699369936,49,511,599
1521,2022-01-30 06:37:20.144014401,14,746,65
1522,2022-07-07 13:20:17.281728172,29,932,885
1523,2022-06-01 17:01:12.367236724,10,357,110
1524,2022-11-04 17:25:06.750675068,34,42,61
1525,2022-09-19 01:46:42.880288028,74,455,307
1526,2022-12-27 03:28:49.252925292,28,200,313
1527,2023-02-21 05:09:03.294329432,91,343,574
1528,2023-06-17 01:51:10.747074704,33,302,760
1529,2022-02-19 13:43:37.101710171,15,644,750
1530,2023-10-25 11:14:16.525652560,31,756,935
1531,2022-09-05 01:21:39.369936992,60,661,51
1532,2022-05-16 10:17:06.102610260,83,663,261
1533,2023-03-16 22:36:28.298829880,25,768,473
1534,2022-05-18 09:35:37.533753374,23,775,542
1535,2023-06-08 00:34:59.729972992,33,497,783
1536,2023-12-03 05:38:34.671467144,89,860,264
1537,2022-02-02 22:13:51.683168316,98,343,654
1538,2023-08-31 03:05:20.792079208,80,346,268
1539,2023-07-14 14:25:22.952295224,65,959,187
1540,2022-06-17 22:00:10.801080108,4,823,156
1541,2023-12-13 12:41:58.811881184,13,313,628
1542,2022-03-22 02:08:10.369036903,21,176,457
1543,2023-10-02 20:03:48.982898288,57,633,534
1544,2022-02-28 06:14:08.964896489,76,782,949
1545,2022-11-16 11:31:07.506750676,91,640,380
1546,2023-07-19 10:03:59.783978400,59,909,457
1547,2023-10-23 06:40:21.602160216,33,387,551
1548,2022-06-16 00:26:47.200720072,16,743,130
1549,2023-11-08 20:24:59.189918992,54,832,877
1550,2023-12-23 23:15:38.613861384,37,333,782
1551,2022-05-31 21:44:46.228622862,67,287,231
1552,2023-05-07 06:23:13.339333928,12,747,325
1553,2023-11-19 13:59:10.315031504,86,982,595
1554,2022-10-11 06:26:23.438343832,25,844,898
1555,2022-01-23 04:39:40.558055805,36,705,415
1556,2022-10-18 04:53:47.362736272,47,512,535
1557,2022-11-01 00:03:27.380738072,82,671,115
1558,2023-06-27 14:09:58.379837984,62,660,432
1559,2022-10-29 15:59:16.795679568,84,37,258
1560,2022-01-20 08:19:35.157515751,99,455,23
1561,2022-06-20 20:05:24.032403240,27,58,93
1562,2023-05-18 22:44:06.264626464,18,915,763
1563,2022-06-22 22:54:11.125112510,26,67,850
1564,2022-11-13 09:55:38.613861384,23,536,527
1565,2022-10-19 08:55:52.655265524,53,85,577
1566,2022-09-29 15:50:38.343834384,36,687,300
1567,2023-03-31 16:32:50.117011696,77,527,922
1568,2023-12-23 12:44:51.629162912,98,532,596
1569,2022-11-21 01:54:20.846084608,14,81,288
1570,2023-09-21 08:58:19.549954992,81,720,339
1571,2023-04-23 19:59:12.475247520,31,798,944
1572,2022-01-18 00:15:24.572457245,43,334,515
1573,2022-04-27 15:58:33.591359136,4,184,569
1574,2023-07-03 08:35:17.011701168,50,284,704
1575,2022-05-18 18:21:16.687668766,92,982,644
1576,2023-10-06 01:09:33.537353736,27,721,665
1577,2022-10-13 07:30:02.700270028,14,797,201
1578,2023-03-08 11:21:19.927992800,32,347,502
1579,2022-10-10 05:54:33.807380736,99,964,503
1580,2022-03-07 13:27:12.043204320,77,648,628
1581,2022-01-22 00:37:35.265526552,58,331,3
1582,2023-02-02 23:06:25.598559856,22,137,405
1583,2022-07-12 22:59:56.759675968,75,8,452
1584,2022-02-14 23:20:23.762376237,84,468,318
1585,2023-06-02 00:54:17.605760576,46,220,742
1586,2022-07-25 17:37:47.146714670,11,907,740
1587,2023-08-26 09:11:51.791179120,3,231,559
1588,2023-06-28 18:12:03.672367232,62,551,418
1589,2022-04-19 20:29:35.697569756,9,11,373
1590,2022-01-03 09:49:18.415841584,77,474,980
1591,2022-03-04 22:22:30.135013501,74,456,232
1592,2022-01-30 03:07:04.482448244,14,302,822
